,Player ID,Name,Last_Name,Team,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Opponent,Difficulty
108,73,Norberto,Neto,Arsenal,GK,44,0,0,2024-09-15T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5002,65426,4,TOT (A),4
113,186,Raheem,Sterling,Arsenal,MID,68,1,10,2024-09-15T13:00:00Z,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,2.0,0.2,0.00,0.00,0.00,0.13,19692,18946,4,TOT (A),4
118,578,Riccardo,Calafiori,Arsenal,DEF,58,0,0,2024-09-15T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,3165,38723,4,TOT (A),4
123,597,Myles,Lewis-Skelly,Arsenal,MID,45,0,0,2024-09-15T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1354,985,4,TOT (A),4
126,633,Mikel,Merino,Arsenal,MID,60,0,0,2024-09-15T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,213,619,4,TOT (A),4
129,638,Salah-Eddine,Oulad M'hand,Arsenal,MID,45,0,0,2024-09-15T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,765,207,4,TOT (A),4
132,639,Tommy,Setford,Arsenal,GK,45,0,0,2024-09-15T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,238,80,4,TOT (A),4
134,657,Maldini,Kacurri,Arsenal,DEF,40,0,0,2024-09-15T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,0,4,TOT (A),4
136,658,Ayden,Heaven,Arsenal,DEF,40,0,0,2024-09-15T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,0,4,TOT (A),4
138,659,Ismeal,Kabia,Arsenal,MID,45,0,0,2024-09-15T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,0,4,TOT (A),4
143,28,Leon,Bailey,Aston Villa,MID,64,0,0,2024-09-14T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2212,156721,4,EVE (H),2
148,29,Ross,Barkley,Aston Villa,MID,53,4,45,2024-09-14T16:30:00Z,0,1,0,0,0,0,0,0,0,0,18,16.0,16.1,7.0,3.9,0.03,0.04,0.07,0.23,2108,10705,4,EVE (H),2
153,30,Enzo,Barrenechea,Aston Villa,MID,49,0,0,2024-09-14T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,1714,4,EVE (H),2
158,31,Emiliano,Buendia,Aston Villa,MID,54,1,6,2024-09-14T16:30:00Z,0,0,0,0,0,0,0,0,0,0,3,0.6,0.4,0.0,0.1,0.00,0.01,0.01,0.09,754,2033,4,EVE (H),2
163,32,Matty,Cash,Aston Villa,DEF,44,0,0,2024-09-14T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,769,71104,4,EVE (H),2
168,33,Leander,Dendoncker,Aston Villa,MID,45,0,0,2024-09-14T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4534,24891,4,EVE (H),2
173,34,Moussa,Diaby,Aston Villa,MID,65,0,0,2024-09-14T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,328,4,EVE (H),2
178,35,Diego Carlos,Diego Carlos,Aston Villa,DEF,45,0,0,2024-09-14T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,176,14891,4,EVE (H),2
183,36,Lucas,Digne,Aston Villa,DEF,46,4,68,2024-09-14T16:30:00Z,0,1,0,2,0,0,0,0,0,0,26,30.8,54.0,2.0,8.7,0.00,0.68,0.68,0.67,404275,72490,4,EVE (H),2
188,37,Lewis,Dobbin,Aston Villa,MID,50,0,0,2024-09-14T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,32,4,EVE (H),2
193,38,Jhon,Duran,Aston Villa,FWD,60,6,21,2024-09-14T16:30:00Z,1,0,0,0,0,0,0,0,0,1,27,29.2,0.5,15.0,4.5,0.33,0.00,0.33,0.23,109125,32588,4,EVE (H),2
198,39,Joe,Gauci,Aston Villa,GK,40,0,0,2024-09-14T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,8280,6622,4,EVE (H),2
203,40,Kortney,Hause,Aston Villa,DEF,40,0,0,2024-09-14T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,9340,7634,4,EVE (H),2
208,41,Samuel,Iling Jr,Aston Villa,MID,54,0,0,2024-09-14T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,1590,4,EVE (H),2
213,42,Boubacar,Kamara,Aston Villa,MID,50,0,0,2024-09-14T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,57,72,4,EVE (H),2
218,43,Kaine,Kesler-Hayden,Aston Villa,DEF,40,0,0,2024-09-14T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,186,4,EVE (H),2
223,44,Ezri,Konsa,Aston Villa,DEF,45,1,90,2024-09-14T16:30:00Z,0,0,0,2,0,0,0,0,0,0,12,17.6,7.8,2.0,2.7,0.00,0.01,0.01,0.90,170929,141613,4,EVE (H),2
228,45,Ian,Maatsen,Aston Villa,DEF,49,1,21,2024-09-14T16:30:00Z,0,0,0,0,0,0,0,0,0,0,9,3.4,36.0,4.0,4.3,0.00,0.40,0.40,0.23,10650,52576,4,EVE (H),2
233,46,Filip,Marschall,Aston Villa,GK,40,0,0,2024-09-14T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,12,4,EVE (H),2
238,47,Emiliano,Martinez,Aston Villa,GK,50,0,90,2024-09-14T16:30:00Z,0,0,0,2,0,0,1,0,0,0,-3,4.0,0.0,0.0,0.4,0.00,0.00,0.00,0.90,154296,129101,4,EVE (H),2
243,48,John,McGinn,Aston Villa,MID,54,2,89,2024-09-14T16:30:00Z,0,0,0,2,0,0,0,0,0,0,18,8.4,24.9,9.0,4.2,0.09,0.32,0.41,0.81,12967,30999,4,EVE (H),2
248,49,Tyrone,Mings,Aston Villa,DEF,44,0,0,2024-09-14T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,380,779,4,EVE (H),2
253,50,Kosta,Nedeljkovic,Aston Villa,DEF,40,0,0,2024-09-14T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,54767,36506,4,EVE (H),2
258,51,Robin,Olsen,Aston Villa,GK,45,0,0,2024-09-14T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1192,919,4,EVE (H),2
263,52,Pau,Pau,Aston Villa,DEF,45,1,90,2024-09-14T16:30:00Z,0,0,0,2,0,0,0,0,0,0,7,17.2,13.8,0.0,3.1,0.00,0.04,0.04,0.90,83302,30579,4,EVE (H),2
268,53,Jacob,Ramsey,Aston Villa,MID,55,2,68,2024-09-14T16:30:00Z,0,0,0,2,0,0,0,0,0,0,7,3.0,7.6,10.0,2.1,0.26,0.07,0.33,0.67,9394,6765,4,EVE (H),2
273,54,Morgan,Rogers,Aston Villa,MID,51,2,90,2024-09-14T16:30:00Z,0,0,0,2,0,0,0,0,0,0,3,21.2,12.4,55.0,8.9,0.23,0.04,0.27,0.90,366774,153681,4,EVE (H),2
278,55,Viljami,Sinisalo,Aston Villa,GK,40,0,0,2024-09-14T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,10,4,EVE (H),2
283,56,Lino,Sousa,Aston Villa,DEF,40,0,0,2024-09-14T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,2124,4,EVE (H),2
288,57,Youri,Tielemans,Aston Villa,MID,55,2,90,2024-09-14T16:30:00Z,0,0,0,2,0,0,0,0,0,0,20,22.4,40.8,2.0,6.5,0.00,0.42,0.42,0.90,22653,22758,4,EVE (H),2
293,58,Ollie,Watkins,Aston Villa,FWD,89,13,83,2024-09-14T16:30:00Z,2,0,0,2,0,0,0,0,0,3,52,66.2,15.3,89.0,17.1,1.18,0.07,1.25,0.81,124732,705405,4,EVE (H),2
298,233,Amadou,Onana,Aston Villa,MID,51,1,45,2024-09-14T16:30:00Z,0,0,0,2,0,0,0,0,0,0,9,0.4,4.3,0.0,0.5,0.00,0.03,0.03,0.67,788967,96040,4,EVE (H),2
303,569,Jaden,Jaden,Aston Villa,MID,54,1,1,2024-09-14T16:30:00Z,0,0,0,0,0,0,0,0,0,0,5,1.0,0.0,0.0,0.1,0.00,0.00,0.00,0.09,77,1631,4,EVE (H),2
308,598,Lamare,Bogarde,Aston Villa,DEF,40,1,90,2024-09-14T16:30:00Z,0,0,0,2,0,0,0,0,0,0,8,17.8,14.6,0.0,3.2,0.00,0.08,0.08,0.90,20513,6814,4,EVE (H),2
311,640,Sil,Swinkels,Aston Villa,DEF,40,0,0,2024-09-14T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2305,440,4,EVE (H),2
314,641,Oliwier,Zych,Aston Villa,GK,40,0,0,2024-09-14T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,19925,2484,4,EVE (H),2
316,656,Kadan,Young,Aston Villa,MID,45,0,0,2024-09-14T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,0,4,EVE (H),2
321,59,Max,Aarons,Bournemouth,DEF,44,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1370,3224,4,CHE (H),3
326,60,Tyler,Adams,Bournemouth,MID,50,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,74,125,4,CHE (H),3
331,61,Jaidon,Anthony,Bournemouth,MID,45,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,11692,4,CHE (H),3
336,62,David,Brooks,Bournemouth,MID,49,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,91,107,4,CHE (H),3
341,63,Ryan,Christie,Bournemouth,MID,49,2,67,2024-09-14T19:00:00Z,0,0,1,0,0,0,1,0,0,0,10,15.0,23.1,9.0,4.7,0.08,0.06,0.14,0.47,5980,4146,4,CHE (H),3
346,64,Lewis,Cook,Bournemouth,MID,50,1,90,2024-09-14T19:00:00Z,0,0,0,1,0,0,1,0,0,0,6,3.0,14.1,9.0,2.6,0.04,0.01,0.05,0.78,5165,1876,4,CHE (H),3
351,65,Enes,Enes Ünal,Bournemouth,FWD,54,1,7,2024-09-14T19:00:00Z,0,0,0,1,0,0,0,0,0,0,7,7.2,10.3,24.0,4.2,0.08,0.04,0.12,0.30,214,424,4,CHE (H),3
356,66,Romain,Faivre,Bournemouth,MID,50,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,182,4,CHE (H),3
361,67,Hamed,H.Traorè,Bournemouth,MID,45,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,4880,4,CHE (H),3
366,68,James,Hill,Bournemouth,DEF,40,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,3760,4112,4,CHE (H),3
371,69,Daniel,Jebbison,Bournemouth,FWD,45,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,116348,4,CHE (H),3
376,70,Milos,Kerkez,Bournemouth,DEF,45,2,90,2024-09-14T19:00:00Z,0,0,0,1,0,0,0,0,0,0,9,9.4,0.3,3.0,1.3,0.07,0.00,0.07,0.78,1819,7594,4,CHE (H),3
381,71,Justin,Kluivert,Bournemouth,MID,54,2,74,2024-09-14T19:00:00Z,0,0,1,0,0,0,1,0,0,0,7,9.8,11.3,42.0,6.3,0.29,0.02,0.31,0.47,5126,5365,4,CHE (H),3
386,72,Chris,Mepham,Bournemouth,DEF,44,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,54,1918,4,CHE (H),3
391,74,Dango,O.Dango,Bournemouth,MID,50,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,467,513,4,CHE (H),3
396,75,Alex,Paulsen,Bournemouth,GK,40,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,385,4,CHE (H),3
401,76,Philip,Philip,Bournemouth,MID,48,1,15,2024-09-14T19:00:00Z,0,0,0,1,0,0,0,0,0,0,4,3.2,4.7,2.0,1.0,0.00,0.09,0.09,0.32,440,1297,4,CHE (H),3
406,77,Alex,Scott,Bournemouth,MID,49,1,22,2024-09-14T19:00:00Z,0,0,0,1,0,0,0,0,0,0,5,2.8,0.3,0.0,0.3,0.00,0.00,0.00,0.32,336,750,4,CHE (H),3
411,78,Antoine,Semenyo,Bournemouth,MID,56,1,90,2024-09-14T19:00:00Z,0,0,0,1,0,0,1,0,0,0,4,0.0,2.3,13.0,1.2,0.10,0.03,0.13,0.78,389980,124018,4,CHE (H),3
416,79,Marcos,Senesi,Bournemouth,DEF,49,1,90,2024-09-14T19:00:00Z,0,0,0,1,0,0,1,0,0,0,-1,25.2,20.3,2.0,4.8,0.00,0.01,0.01,0.78,2478,13595,4,CHE (H),3
421,80,Luis,Sinisterra,Bournemouth,MID,50,1,22,2024-09-14T19:00:00Z,0,0,0,1,0,0,0,0,0,0,3,2.2,10.3,5.0,1.8,0.09,0.00,0.09,0.32,41868,12189,4,CHE (H),3
426,81,Adam,Smith,Bournemouth,DEF,45,5,74,2024-09-14T19:00:00Z,0,0,1,0,0,0,1,0,0,0,19,10.4,0.4,0.0,1.1,0.00,0.00,0.00,0.47,586,2054,4,CHE (H),3
431,83,Marcus,Tavernier,Bournemouth,MID,55,3,82,2024-09-14T19:00:00Z,0,0,1,0,0,0,0,0,0,0,9,14.8,34.7,24.0,7.4,0.10,0.26,0.36,0.48,7743,9665,4,CHE (H),3
436,84,Mark,Travers,Bournemouth,GK,45,2,90,2024-09-14T19:00:00Z,0,0,0,1,0,0,0,0,2,0,8,14.4,0.0,0.0,1.4,0.00,0.00,0.00,0.78,792,1639,4,CHE (H),3
441,85,Illia,Zabarnyi,Bournemouth,DEF,45,2,90,2024-09-14T19:00:00Z,0,0,0,1,0,0,0,0,0,0,8,8.8,10.5,0.0,1.9,0.00,0.01,0.01,0.78,1724,7882,4,CHE (H),3
446,152,Kepa,Arrizabalaga,Bournemouth,GK,45,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,18015,13939,4,CHE (H),3
451,580,Dean,Huijsen,Bournemouth,DEF,45,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,265,1363,4,CHE (H),3
456,592,Julián,J.Araujo,Bournemouth,DEF,45,1,15,2024-09-14T19:00:00Z,0,0,0,1,0,0,0,0,0,0,-1,1.4,0.3,0.0,0.2,0.00,0.00,0.00,0.32,1558,2966,4,CHE (H),3
461,599,Will,Dennis,Bournemouth,GK,40,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4145,2995,4,CHE (H),3
465,617,Francisco Evanilson,Evanilson,Bournemouth,FWD,60,0,67,2024-09-14T19:00:00Z,0,0,1,0,0,1,0,0,0,0,0,3.2,12.0,35.0,5.0,0.91,0.08,0.99,0.47,5629,13246,4,CHE (H),3
470,86,Kristoffer,Ajer,Brentford,DEF,45,1,71,2024-09-14T14:00:00Z,0,0,0,2,0,0,0,0,0,0,7,9.4,6.1,2.0,1.8,0.00,0.02,0.02,1.08,895,12630,4,MCI (A),5
475,87,Ethan,Brierley,Brentford,MID,45,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2950,1870,4,MCI (A),5
480,88,Nathan,Collins,Brentford,DEF,45,0,90,2024-09-14T14:00:00Z,0,0,0,2,0,0,1,0,0,0,3,23.0,0.7,19.0,4.3,0.14,0.01,0.15,2.17,45398,28769,4,MCI (A),5
485,89,Mikkel,Damsgaard,Brentford,MID,50,2,83,2024-09-14T14:00:00Z,0,0,0,2,0,0,0,0,0,0,9,15.0,20.1,4.0,3.9,0.00,0.24,0.24,2.17,801,993,4,MCI (A),5
490,90,Josh,Dasilva,Brentford,MID,49,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,37,118,4,MCI (A),5
495,91,Mark,Flekken,Brentford,GK,45,2,90,2024-09-14T14:00:00Z,0,0,0,2,0,0,0,0,5,0,16,40.2,0.0,0.0,4.0,0.00,0.01,0.01,2.17,173333,165069,4,MCI (A),5
500,92,Rico,Henry,Brentford,DEF,44,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,228,974,4,MCI (A),5
505,93,Aaron,Hickey,Brentford,DEF,44,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,35,387,4,MCI (A),5
510,94,Vitaly,Janelt,Brentford,MID,49,2,71,2024-09-14T14:00:00Z,0,0,0,2,0,0,0,0,0,0,12,3.8,2.8,0.0,0.7,0.00,0.04,0.04,1.08,6483,3762,4,MCI (A),5
515,95,Mathias,Jensen,Brentford,MID,55,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1588,4350,4,MCI (A),5
520,96,Kim,Ji-soo,Brentford,DEF,40,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1547,2451,4,MCI (A),5
525,97,Yunus Emre,Konak,Brentford,MID,45,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1474,1037,4,MCI (A),5
530,98,Keane,Lewis-Potter,Brentford,MID,50,2,90,2024-09-14T14:00:00Z,0,0,0,2,0,0,0,0,0,0,7,7.6,5.1,21.0,3.4,0.02,0.03,0.05,2.17,376,1097,4,MCI (A),5
535,99,Bryan,Mbeumo,Brentford,MID,71,2,90,2024-09-14T14:00:00Z,0,0,0,2,0,0,0,0,0,0,12,9.4,49.1,11.0,7.0,0.19,0.35,0.54,2.17,374751,190737,4,MCI (A),5
540,100,Ben,Mee,Brentford,DEF,44,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2535,12994,4,MCI (A),5
545,101,Christian,Nørgaard,Brentford,MID,50,2,90,2024-09-14T14:00:00Z,0,0,0,2,0,0,0,0,0,0,24,24.6,17.9,2.0,4.5,0.00,0.03,0.03,2.17,818,2036,4,MCI (A),5
550,102,Frank,Onyeka,Brentford,MID,49,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,1379,4,MCI (A),5
555,103,Myles,Peart-Harris,Brentford,MID,45,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,1323,4,MCI (A),5
560,104,Ethan,Pinnock,Brentford,DEF,45,1,90,2024-09-14T14:00:00Z,0,0,0,2,0,0,0,0,0,0,12,23.4,0.6,51.0,7.5,0.22,0.03,0.25,2.17,2968,7869,4,MCI (A),5
565,105,Mads,Roerslev,Brentford,DEF,45,1,18,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,3,2.6,0.6,2.0,0.5,0.00,0.00,0.00,1.09,259,3016,4,MCI (A),5
570,106,Kevin,Schade,Brentford,MID,55,1,45,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,8,8.4,12.0,2.0,2.2,0.00,0.02,0.02,1.49,795,1159,4,MCI (A),5
